job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00545,Robotics Engineer,83663,USD,SE,FT,India,M,India,100,"Linux, AWS, Java, Spark, Deep Learning",Master,5,Technology,13/12/2024,28/12/2024,1948,7.4,Future Systems
AI00546,Machine Learning Engineer,35782,USD,EN,CT,India,S,India,50,"Java, TensorFlow, Spark",Master,0,Healthcare,04/03/2024,22/04/2024,1770,7.1,Cognitive Computing
AI00547,Machine Learning Engineer,115383,USD,SE,FT,Australia,M,South Korea,50,"Spark, GCP, R, Hadoop, Data Visualization",PhD,8,Education,25/07/2024,04/09/2024,1711,6.4,Future Systems
AI00548,Head of AI,54121,USD,EN,FL,Finland,M,Finland,0,"SQL, PyTorch, Tableau, Statistics, Mathematics",Bachelor,1,Automotive,03/05/2024,19/06/2024,1267,9.5,Digital Transformation LLC
AI00549,AI Software Engineer,135272,USD,EX,FT,India,L,Denmark,0,"Computer Vision, PyTorch, SQL, Java, R",Bachelor,17,Media,22/10/2024,15/12/2024,2061,5.1,Cognitive Computing
AI00550,Machine Learning Engineer,46323,USD,EN,PT,Ireland,M,Ireland,100,"Linux, Tableau, Mathematics, PyTorch, Data Visualization",Bachelor,0,Manufacturing,12/05/2024,03/07/2024,1722,8.5,AI Innovations
AI00551,Deep Learning Engineer,70013,USD,MI,CT,Finland,S,Finland,50,"Kubernetes, Linux, Computer Vision, Tableau, Deep Learning",Bachelor,2,Transportation,05/03/2024,23/04/2024,1879,7.8,DeepTech Ventures
AI00552,Data Scientist,97749,USD,MI,CT,Sweden,S,Switzerland,50,"SQL, Linux, PyTorch",Master,3,Gaming,09/11/2024,09/01/2025,2219,8,TechCorp Inc
AI00553,AI Consultant,137427,USD,SE,PT,Sweden,M,Sweden,100,"Kubernetes, Linux, NLP, Docker, Deep Learning",Associate,7,Real Estate,29/11/2024,06/02/2025,756,5.7,DeepTech Ventures
AI00554,Robotics Engineer,160234,USD,EX,CT,Canada,S,Australia,100,"Python, Statistics, Azure, GCP, TensorFlow",PhD,15,Energy,28/01/2025,27/02/2025,2166,8,Predictive Systems
AI00555,Computer Vision Engineer,286216,USD,EX,FT,Denmark,L,Austria,100,"Java, Linux, NLP, Mathematics",PhD,12,Media,10/02/2024,14/04/2024,1304,6.5,Autonomous Tech
AI00556,Head of AI,80478,USD,MI,FT,Singapore,M,Singapore,0,"NLP, PyTorch, Spark, TensorFlow",PhD,4,Technology,01/03/2024,23/03/2024,2136,5.8,Predictive Systems
AI00557,Robotics Engineer,144224,USD,SE,FL,Singapore,M,Singapore,50,"AWS, Java, MLOps, R, SQL",Bachelor,9,Manufacturing,10/02/2024,17/03/2024,1720,6.2,Autonomous Tech
AI00558,ML Ops Engineer,151942,USD,SE,CT,Canada,L,South Korea,0,"TensorFlow, Mathematics, Data Visualization, Git, Statistics",Bachelor,7,Telecommunications,14/11/2024,13/01/2025,1984,7.1,Predictive Systems
AI00559,AI Software Engineer,81319,EUR,EN,CT,Germany,L,Sweden,0,"Tableau, TensorFlow, Linux, Python",Bachelor,0,Automotive,19/02/2025,15/04/2025,581,9,Machine Intelligence Group
AI00560,Data Engineer,259184,USD,EX,FL,Norway,S,Ireland,100,"Deep Learning, GCP, Python",Master,18,Automotive,08/07/2024,19/09/2024,1587,5.9,Machine Intelligence Group
AI00561,AI Specialist,105668,USD,EX,CT,China,S,China,100,"Java, Computer Vision, AWS, MLOps, Hadoop",Associate,11,Retail,24/11/2024,08/01/2025,2254,8.5,Algorithmic Solutions
AI00562,AI Architect,223289,USD,EX,FT,Norway,L,Germany,0,"Java, Deep Learning, Tableau, Scala, TensorFlow",Associate,14,Gaming,19/03/2025,23/04/2025,1504,7.9,Autonomous Tech
AI00563,Research Scientist,62692,USD,MI,PT,India,M,India,0,"AWS, NLP, Python, Azure",Master,4,Retail,15/08/2024,18/10/2024,2291,5.5,Quantum Computing Inc
AI00564,AI Research Scientist,70084,USD,EN,CT,Canada,L,Canada,100,"Spark, AWS, PyTorch, Mathematics, NLP",Associate,0,Retail,14/03/2025,31/03/2025,1204,5.7,DataVision Ltd
AI00565,Computer Vision Engineer,69418,USD,EN,FL,Canada,L,Canada,100,"Tableau, AWS, Hadoop",Master,1,Manufacturing,31/01/2024,25/02/2024,1649,5.8,Future Systems
AI00566,Data Engineer,153083,USD,EX,FL,China,M,China,0,"TensorFlow, Docker, PyTorch",Bachelor,11,Government,23/09/2024,01/11/2024,1759,7.2,Digital Transformation LLC
AI00567,Machine Learning Engineer,201269,USD,EX,PT,Denmark,S,Denmark,100,"Mathematics, Deep Learning, Java",Associate,15,Media,21/05/2024,21/07/2024,2172,7.7,Smart Analytics
AI00568,AI Software Engineer,148214,USD,EX,FT,Finland,S,China,50,"Hadoop, GCP, Tableau, R, Git",Associate,19,Telecommunications,17/11/2024,10/01/2025,1176,9,Cloud AI Solutions
AI00569,Data Scientist,97454,EUR,MI,PT,Germany,S,Germany,50,"Docker, Scala, Computer Vision, Linux",Associate,4,Finance,26/03/2025,13/04/2025,1141,5.7,DeepTech Ventures
AI00570,Autonomous Systems Engineer,130864,USD,SE,PT,Canada,M,Japan,100,"PyTorch, NLP, SQL, Mathematics",Associate,7,Retail,30/05/2024,28/07/2024,618,8.7,Algorithmic Solutions
AI00571,Head of AI,137934,USD,SE,FL,Norway,M,India,50,"Python, TensorFlow, Statistics, Scala, Git",Bachelor,9,Telecommunications,10/10/2024,10/11/2024,2477,9.7,DeepTech Ventures
AI00572,AI Architect,313205,USD,EX,FT,Norway,L,Norway,50,"Kubernetes, AWS, Scala, Spark",Associate,12,Gaming,18/02/2024,11/04/2024,1946,6.7,Cloud AI Solutions
AI00573,AI Architect,83357,USD,MI,PT,Sweden,L,Sweden,50,"Git, Mathematics, Tableau, Hadoop",PhD,4,Healthcare,28/07/2024,10/09/2024,2143,5.1,Advanced Robotics
AI00574,Head of AI,109917,USD,SE,FL,China,L,United States,100,"Git, Computer Vision, MLOps, Python",Bachelor,9,Consulting,26/07/2024,25/08/2024,1599,8.5,DeepTech Ventures
AI00575,Head of AI,115301,USD,SE,FT,Singapore,S,Singapore,100,"Tableau, Git, Python, TensorFlow, Scala",Bachelor,6,Manufacturing,27/04/2024,16/05/2024,1232,6.2,Smart Analytics
AI00576,AI Consultant,53116,USD,EN,CT,Sweden,M,Sweden,0,"Hadoop, Docker, MLOps",Master,0,Retail,20/05/2024,23/07/2024,1658,5.7,Smart Analytics
AI00577,AI Product Manager,46556,USD,EN,CT,Israel,M,United States,100,"Mathematics, Data Visualization, Python, SQL, Spark",Bachelor,0,Technology,26/05/2024,28/07/2024,1410,9.8,Autonomous Tech
AI00578,Computer Vision Engineer,160078,USD,SE,FL,United States,L,Netherlands,50,"Spark, SQL, Python",PhD,5,Technology,02/05/2024,09/06/2024,2248,7.4,Neural Networks Co
AI00579,Head of AI,111371,USD,EX,CT,Finland,L,Finland,0,"SQL, Python, Azure, Docker, NLP",Bachelor,18,Gaming,11/01/2024,22/03/2024,1686,5.6,Cloud AI Solutions
AI00580,AI Consultant,64072,GBP,EN,PT,United Kingdom,M,United Kingdom,0,"Java, MLOps, Scala, Deep Learning",PhD,0,Automotive,25/04/2025,14/06/2025,2264,5.3,Advanced Robotics
AI00581,Head of AI,120586,USD,EX,PT,Japan,S,Singapore,0,"Python, Kubernetes, Computer Vision, GCP",Bachelor,19,Automotive,20/06/2024,07/08/2024,2224,6.9,Predictive Systems
AI00582,Machine Learning Researcher,182856,EUR,EX,FL,Germany,M,Germany,0,"Java, R, Tableau, Computer Vision",Associate,12,Retail,01/04/2024,07/06/2024,649,6.1,Future Systems
AI00583,AI Software Engineer,43117,USD,EN,FT,Israel,M,Israel,50,"Python, TensorFlow, Git",Bachelor,1,Gaming,08/01/2024,15/02/2024,1133,10,Quantum Computing Inc
AI00584,Machine Learning Engineer,148848,USD,SE,CT,United States,S,United States,0,"Java, R, PyTorch, Mathematics",Master,6,Education,19/01/2025,01/04/2025,2009,9.5,Cloud AI Solutions
AI00585,Data Analyst,49630,USD,EN,PT,Sweden,S,Sweden,100,"Git, Spark, Statistics, MLOps, Mathematics",Bachelor,0,Healthcare,23/11/2024,19/12/2024,1506,8.8,DeepTech Ventures
AI00586,Autonomous Systems Engineer,112595,GBP,MI,PT,United Kingdom,L,United Kingdom,100,"SQL, Java, Python",Bachelor,2,Healthcare,26/03/2024,24/04/2024,2259,7.1,Algorithmic Solutions
AI00587,Research Scientist,49185,USD,EN,PT,Japan,M,Finland,50,"Data Visualization, SQL, Hadoop",PhD,1,Energy,22/12/2024,19/01/2025,1802,6.5,Smart Analytics
AI00588,AI Software Engineer,87531,EUR,MI,PT,Netherlands,S,Germany,100,"Scala, Data Visualization, Python, MLOps, Azure",Associate,3,Manufacturing,03/03/2024,03/04/2024,2261,8.8,Machine Intelligence Group
AI00589,AI Consultant,139122,EUR,EX,PT,Germany,M,Germany,50,"R, Kubernetes, Spark, Scala",Master,12,Healthcare,19/02/2025,13/04/2025,964,5.8,Machine Intelligence Group
AI00590,Data Scientist,162476,EUR,EX,FT,Germany,L,Germany,0,"Linux, Tableau, Scala, AWS, Data Visualization",PhD,17,Gaming,27/11/2024,08/01/2025,693,6.5,Cognitive Computing
AI00591,AI Product Manager,106583,USD,EN,FT,United States,L,United States,100,"Docker, PyTorch, SQL, Mathematics",Bachelor,1,Real Estate,07/09/2024,04/11/2024,1886,8.1,AI Innovations
AI00592,Head of AI,160883,EUR,EX,FT,Germany,S,Germany,50,"Git, Linux, Kubernetes, Statistics, Python",PhD,14,Energy,12/06/2024,17/07/2024,2061,6,Autonomous Tech
AI00593,Autonomous Systems Engineer,138000,USD,EX,FT,Ireland,S,Ireland,0,"Python, PyTorch, R, Hadoop, Docker",Bachelor,11,Healthcare,17/08/2024,21/09/2024,2450,7.3,DeepTech Ventures
AI00594,Data Scientist,47999,USD,EN,CT,Ireland,S,Ireland,0,"TensorFlow, Hadoop, Data Visualization, Git, Mathematics",PhD,0,Finance,17/08/2024,18/10/2024,620,8.9,Neural Networks Co
AI00595,Machine Learning Researcher,261332,USD,EX,FT,Switzerland,S,Switzerland,50,"Git, NLP, Deep Learning, Linux, Kubernetes",Associate,10,Education,09/12/2024,20/01/2025,1794,7.7,Neural Networks Co
AI00596,AI Product Manager,117075,GBP,SE,CT,United Kingdom,M,United Kingdom,100,"Mathematics, Python, Kubernetes",Bachelor,8,Gaming,24/04/2025,12/06/2025,1770,8.4,Machine Intelligence Group
AI00597,Data Analyst,97771,USD,MI,CT,Singapore,M,Singapore,0,"Linux, Scala, NLP, Hadoop",Master,3,Telecommunications,25/05/2024,10/07/2024,810,9.5,Cloud AI Solutions
AI00598,AI Specialist,79627,GBP,EN,CT,United Kingdom,M,United Kingdom,100,"Spark, Hadoop, PyTorch",Bachelor,1,Gaming,28/02/2025,07/04/2025,1499,10,Algorithmic Solutions
AI00599,Computer Vision Engineer,133019,USD,EX,FT,Ireland,S,Ireland,0,"Linux, Spark, Mathematics, Hadoop",PhD,15,Transportation,23/10/2024,05/12/2024,2154,5.2,Quantum Computing Inc
AI00600,Computer Vision Engineer,216253,GBP,EX,PT,United Kingdom,L,United Kingdom,100,"Hadoop, Spark, Linux",PhD,13,Gaming,15/04/2025,14/06/2025,1044,6.1,Smart Analytics
AI00601,AI Architect,73822,USD,MI,FT,India,M,India,0,"Python, Linux, Hadoop",PhD,3,Automotive,19/08/2024,29/10/2024,531,7.4,Digital Transformation LLC
AI00602,Data Analyst,169842,EUR,EX,FL,Germany,S,Germany,50,"GCP, Mathematics, Git, PyTorch",Associate,15,Education,20/05/2024,04/06/2024,1020,7.8,Digital Transformation LLC
AI00603,AI Consultant,97370,USD,MI,FL,Sweden,M,Sweden,100,"Deep Learning, Computer Vision, Tableau, Kubernetes",Master,2,Consulting,14/10/2024,29/11/2024,1038,7,Cognitive Computing
AI00604,Research Scientist,106332,USD,EN,FL,Denmark,L,Denmark,0,"Kubernetes, Tableau, Docker, Scala",Associate,0,Manufacturing,23/08/2024,22/10/2024,1623,6.8,Machine Intelligence Group
AI00605,AI Architect,146023,USD,SE,FT,United States,M,United States,50,"Python, Docker, SQL, AWS, Scala",PhD,5,Finance,02/09/2024,10/10/2024,2193,6.3,Future Systems
AI00606,AI Software Engineer,167210,USD,EX,FL,Norway,S,Canada,0,"Scala, TensorFlow, Deep Learning",Master,15,Technology,15/10/2024,20/12/2024,985,5.7,Neural Networks Co
AI00607,Research Scientist,46796,USD,MI,CT,Finland,S,Finland,50,"R, SQL, PyTorch, Mathematics, Deep Learning",Bachelor,2,Telecommunications,09/08/2024,06/10/2024,1505,5,Predictive Systems
AI00608,ML Ops Engineer,87462,USD,EN,PT,Norway,M,Norway,0,"Git, Statistics, Python",PhD,1,Government,25/10/2024,16/11/2024,2432,6.7,Quantum Computing Inc
AI00609,AI Software Engineer,45441,USD,EN,FL,Ireland,M,Ireland,100,"Java, Spark, Azure, SQL, Deep Learning",Bachelor,1,Transportation,10/04/2024,16/06/2024,2493,7.3,Cognitive Computing
AI00610,NLP Engineer,102462,USD,SE,PT,Israel,M,France,0,"Python, Hadoop, TensorFlow",Associate,9,Technology,24/02/2025,28/03/2025,2206,6,Smart Analytics
AI00611,AI Architect,140104,USD,MI,CT,Norway,M,Norway,100,"Deep Learning, PyTorch, Tableau",PhD,2,Consulting,28/01/2024,16/03/2024,1858,8.5,Algorithmic Solutions
AI00612,Machine Learning Engineer,90291,EUR,MI,FT,Netherlands,M,Netherlands,50,"SQL, PyTorch, Tableau",Master,3,Real Estate,20/03/2024,17/05/2024,695,6.4,Cloud AI Solutions
AI00613,AI Software Engineer,303636,USD,EX,PT,Denmark,M,Denmark,100,"R, Tableau, GCP, MLOps",Master,10,Government,27/07/2024,13/08/2024,2105,9.4,DeepTech Ventures
AI00614,Data Scientist,99041,USD,EN,CT,United States,L,Ireland,50,"Python, GCP, Scala, Tableau, Git",Bachelor,1,Consulting,21/03/2024,04/04/2024,1042,9.2,Cognitive Computing
AI00615,ML Ops Engineer,42279,USD,EN,PT,Finland,S,South Korea,100,"Statistics, NLP, Python, Kubernetes",Master,1,Transportation,28/12/2024,23/02/2025,1374,7.1,Predictive Systems
AI00616,AI Architect,65919,USD,SE,FT,India,S,India,50,"Kubernetes, SQL, MLOps, GCP, Docker",PhD,7,Telecommunications,12/01/2024,09/03/2024,2098,7.7,Advanced Robotics
AI00617,AI Specialist,101235,USD,SE,PT,Ireland,M,Ireland,100,"Git, Scala, GCP, Kubernetes, AWS",Bachelor,6,Media,18/11/2024,14/01/2025,1238,6.7,Predictive Systems
AI00618,Machine Learning Researcher,109969,USD,MI,CT,United States,L,Singapore,100,"Java, PyTorch, Tableau, MLOps, Kubernetes",PhD,4,Media,15/07/2024,19/09/2024,827,5.6,Predictive Systems
AI00619,Robotics Engineer,115496,USD,EX,CT,India,L,India,100,"SQL, Java, GCP, Data Visualization, Computer Vision",Master,12,Technology,29/02/2024,12/05/2024,2471,7.4,Machine Intelligence Group
AI00620,AI Consultant,224280,USD,EX,FT,Denmark,L,Denmark,100,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",Bachelor,18,Retail,20/09/2024,17/11/2024,2245,6.1,Neural Networks Co
AI00621,Principal Data Scientist,50915,USD,MI,FL,Finland,S,South Korea,100,"PyTorch, Data Visualization, Spark",Associate,2,Retail,07/10/2024,30/10/2024,1178,6.4,Digital Transformation LLC
AI00622,AI Specialist,131250,EUR,SE,FT,Netherlands,L,Netherlands,100,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",Bachelor,9,Gaming,12/08/2024,09/10/2024,2056,8.3,Predictive Systems
AI00623,Head of AI,76339,USD,SE,CT,Israel,M,Israel,0,"Computer Vision, SQL, Data Visualization",Bachelor,5,Telecommunications,07/04/2024,15/05/2024,1307,7.4,Digital Transformation LLC
AI00624,AI Architect,70128,USD,EN,CT,Sweden,M,Sweden,100,"Scala, SQL, GCP, TensorFlow",Associate,0,Healthcare,07/09/2024,07/10/2024,931,7,AI Innovations
AI00625,NLP Engineer,123728,EUR,SE,FT,Germany,L,Canada,100,"Linux, Python, Mathematics",PhD,9,Government,14/06/2024,30/06/2024,1128,7.9,Future Systems
AI00626,Autonomous Systems Engineer,72448,USD,MI,CT,China,L,China,100,"MLOps, Java, Python, Linux, R",PhD,4,Transportation,26/01/2025,21/03/2025,2277,6.7,Smart Analytics
AI00627,Principal Data Scientist,90172,USD,SE,FT,Israel,L,India,50,"Kubernetes, Python, TensorFlow",Associate,7,Consulting,14/01/2024,18/03/2024,1788,5.7,Neural Networks Co
AI00628,Data Scientist,133372,USD,MI,FL,United States,L,United States,50,"Azure, GCP, Java, Kubernetes",Master,4,Transportation,22/03/2025,21/05/2025,1461,9.9,Neural Networks Co
AI00629,Robotics Engineer,215554,USD,SE,FT,Switzerland,M,Switzerland,50,"Python, Azure, Statistics, GCP",Bachelor,8,Education,15/10/2024,21/12/2024,2206,7.2,AI Innovations
AI00630,Principal Data Scientist,349562,USD,EX,CT,Denmark,L,Denmark,100,"Java, GCP, Python, Mathematics, NLP",Associate,15,Finance,18/01/2024,10/03/2024,958,6.5,TechCorp Inc
AI00631,AI Product Manager,137181,USD,EX,FT,Israel,S,Israel,100,"Python, Tableau, Linux",Master,19,Consulting,07/03/2025,26/04/2025,2047,6.7,Machine Intelligence Group
AI00632,Computer Vision Engineer,61587,USD,EN,FT,Australia,M,Australia,50,"GCP, Git, PyTorch",Associate,0,Transportation,18/07/2024,04/08/2024,1531,6.2,Cognitive Computing
AI00633,ML Ops Engineer,151385,USD,EX,PT,Canada,S,Canada,50,"Mathematics, Java, Spark",Master,14,Consulting,29/04/2024,07/07/2024,1290,9.8,Future Systems
AI00634,Machine Learning Researcher,109757,USD,SE,CT,Israel,L,Israel,0,"Scala, Linux, R",Master,7,Consulting,02/11/2024,11/12/2024,1518,7.3,Cognitive Computing
AI00635,Data Analyst,176838,USD,SE,FL,Norway,L,Norway,50,"TensorFlow, AWS, Linux",Master,6,Energy,27/03/2025,04/06/2025,858,5.1,Cognitive Computing
AI00636,Deep Learning Engineer,92318,USD,MI,CT,Singapore,L,Australia,100,"Spark, R, Python",PhD,3,Retail,09/04/2025,12/05/2025,1358,8.9,Algorithmic Solutions
AI00637,Data Analyst,92317,USD,EN,FT,Norway,L,Norway,50,"Git, R, TensorFlow, AWS",Associate,0,Gaming,26/03/2025,18/05/2025,2430,7.5,Algorithmic Solutions
AI00638,AI Consultant,100729,USD,SE,FT,China,L,China,50,"MLOps, Docker, Hadoop, R",PhD,6,Energy,18/11/2024,01/01/2025,1890,6.6,Smart Analytics
AI00639,Principal Data Scientist,89020,USD,MI,CT,Australia,S,Australia,50,"Spark, PyTorch, Statistics",PhD,2,Technology,10/04/2024,20/05/2024,1107,9.3,TechCorp Inc
AI00640,ML Ops Engineer,132294,EUR,SE,FT,Netherlands,L,Netherlands,100,"Python, Linux, Statistics, SQL, Hadoop",Bachelor,5,Government,21/04/2025,06/05/2025,2307,5.1,Cloud AI Solutions
AI00641,Machine Learning Engineer,85887,USD,SE,CT,Japan,S,South Korea,100,"TensorFlow, Java, PyTorch, Git, Mathematics",Bachelor,7,Healthcare,26/05/2024,05/08/2024,619,6.6,Predictive Systems
AI00642,Data Analyst,66066,USD,MI,FL,Israel,L,Israel,100,"R, Java, Python, SQL",Bachelor,4,Transportation,24/12/2024,22/01/2025,1450,6.9,Future Systems
AI00643,Principal Data Scientist,242433,USD,EX,CT,Switzerland,L,Switzerland,0,"Tableau, Hadoop, SQL, Spark",PhD,15,Retail,12/08/2024,31/08/2024,689,10,Algorithmic Solutions
AI00644,Machine Learning Researcher,84450,USD,MI,CT,China,L,China,0,"Docker, PyTorch, GCP, NLP, TensorFlow",Master,3,Telecommunications,31/12/2024,20/02/2025,2006,6.8,Algorithmic Solutions
AI00645,Autonomous Systems Engineer,69485,USD,MI,CT,India,S,Netherlands,50,"Linux, Kubernetes, GCP, Git",Associate,4,Healthcare,16/07/2024,25/08/2024,1212,9.6,Autonomous Tech
AI00646,Research Scientist,116320,USD,EX,PT,Canada,S,Canada,50,"Kubernetes, Python, Deep Learning",Bachelor,17,Healthcare,06/04/2024,20/04/2024,697,9.5,Neural Networks Co
AI00647,AI Architect,54457,USD,MI,FL,South Korea,S,Finland,50,"Azure, Mathematics, R",Master,4,Government,06/08/2024,20/08/2024,909,5.8,Algorithmic Solutions
AI00648,Data Scientist,146370,USD,SE,CT,Sweden,L,Sweden,50,"Hadoop, Spark, Deep Learning, Mathematics, Git",Master,9,Gaming,21/11/2024,05/12/2024,767,5.3,Autonomous Tech
AI00649,Computer Vision Engineer,150795,USD,SE,PT,Canada,L,Norway,50,"Docker, Python, Computer Vision, PyTorch, Hadoop",Bachelor,8,Retail,05/01/2024,05/02/2024,2317,8.5,Smart Analytics
AI00650,Autonomous Systems Engineer,91012,USD,SE,PT,South Korea,M,South Korea,0,"Kubernetes, Git, Scala",PhD,9,Technology,15/11/2024,10/12/2024,965,9.7,Cloud AI Solutions
AI00651,Autonomous Systems Engineer,102675,USD,EX,FT,Finland,S,Germany,0,"Kubernetes, Scala, Python",Associate,12,Healthcare,06/11/2024,28/12/2024,1132,5.6,DataVision Ltd
AI00652,Autonomous Systems Engineer,86410,USD,SE,CT,Japan,S,France,0,"Kubernetes, Git, Scala, Deep Learning",Associate,5,Gaming,23/02/2025,22/04/2025,1790,6.2,Cognitive Computing
AI00653,AI Architect,222869,USD,EX,CT,Canada,M,Israel,100,"Hadoop, SQL, Computer Vision",Master,14,Gaming,07/02/2025,28/02/2025,524,7.1,Autonomous Tech
AI00654,AI Consultant,106477,USD,SE,CT,Australia,M,Australia,0,"Azure, Java, NLP, Spark, Computer Vision",PhD,7,Media,29/06/2024,31/07/2024,976,7.8,Quantum Computing Inc
AI00655,AI Software Engineer,148341,USD,MI,FL,Denmark,L,Denmark,100,"R, Java, Tableau, Data Visualization",Bachelor,4,Real Estate,09/04/2024,30/04/2024,2375,9.6,AI Innovations
AI00656,Data Scientist,195999,USD,EX,CT,Sweden,S,Sweden,0,"Linux, Git, NLP, Deep Learning",Associate,16,Retail,07/12/2024,10/02/2025,2495,5.3,Future Systems
AI00657,Data Engineer,142309,USD,SE,PT,Switzerland,S,Switzerland,100,"Scala, SQL, AWS, Tableau",PhD,8,Consulting,25/06/2024,31/07/2024,625,7.7,Smart Analytics
AI00658,Machine Learning Engineer,153558,USD,SE,FL,Norway,M,Norway,100,"Git, SQL, Data Visualization, TensorFlow",Bachelor,9,Telecommunications,18/09/2024,20/11/2024,1381,7.3,Smart Analytics
AI00659,Data Engineer,112920,USD,SE,CT,Ireland,L,Ireland,0,"GCP, Python, Linux, TensorFlow, Deep Learning",PhD,8,Retail,15/04/2024,03/06/2024,1090,8.5,AI Innovations
AI00660,NLP Engineer,236175,USD,EX,PT,Denmark,S,Denmark,100,"Computer Vision, R, Java",Associate,15,Consulting,30/05/2024,21/06/2024,1620,6.4,Cloud AI Solutions
AI00661,Robotics Engineer,118402,USD,SE,FT,China,L,China,100,"Hadoop, Scala, Python",Master,7,Healthcare,13/02/2024,06/04/2024,990,7.8,Machine Intelligence Group
AI00662,AI Specialist,112606,USD,MI,PT,United States,M,Canada,50,"Kubernetes, Python, NLP",Master,2,Technology,08/02/2024,10/03/2024,682,9.7,TechCorp Inc
AI00663,Data Engineer,88916,USD,EN,FL,Switzerland,M,Germany,0,"Mathematics, Tableau, Data Visualization, Java, Hadoop",Master,1,Automotive,08/12/2024,15/02/2025,2037,7.1,Smart Analytics
AI00664,Head of AI,145141,USD,EX,CT,South Korea,L,Sweden,100,"Kubernetes, Python, Deep Learning, Java",Master,17,Consulting,27/10/2024,11/11/2024,1860,8.6,Future Systems
AI00665,Autonomous Systems Engineer,149673,USD,EX,PT,Israel,M,Israel,50,"SQL, Hadoop, Java, Azure, TensorFlow",Master,15,Technology,27/06/2024,03/09/2024,2488,7.6,Algorithmic Solutions
AI00666,Computer Vision Engineer,78123,EUR,MI,CT,Netherlands,S,Netherlands,100,"GCP, Spark, Azure, R",Bachelor,4,Consulting,10/09/2024,18/10/2024,1944,7.8,Algorithmic Solutions
AI00667,AI Product Manager,38010,USD,EN,CT,China,M,China,100,"Docker, Kubernetes, Git",Bachelor,0,Energy,30/05/2024,18/07/2024,1934,7.4,Cognitive Computing
AI00668,Research Scientist,118524,USD,SE,PT,Austria,L,Canada,0,"Computer Vision, Statistics, R",Associate,5,Energy,31/05/2024,03/07/2024,2186,5.9,Smart Analytics
AI00669,ML Ops Engineer,46335,USD,EN,PT,China,M,China,100,"MLOps, Kubernetes, Azure, Git, Python",Master,1,Transportation,04/04/2024,24/04/2024,2263,7.2,Future Systems
AI00670,AI Software Engineer,52062,USD,EN,PT,India,L,India,50,"Azure, Python, NLP, TensorFlow",Bachelor,0,Retail,19/01/2025,15/02/2025,1678,5.6,Advanced Robotics
AI00671,Robotics Engineer,204346,USD,EX,FT,Israel,L,Israel,100,"Computer Vision, Azure, Java, Data Visualization",Master,17,Real Estate,09/06/2024,07/08/2024,768,6.5,Cognitive Computing
AI00672,AI Software Engineer,82249,USD,SE,FT,Austria,M,Austria,50,"Python, Spark, TensorFlow, Hadoop",Bachelor,6,Technology,02/04/2025,12/06/2025,952,6.9,TechCorp Inc
AI00673,NLP Engineer,184631,USD,EX,PT,Denmark,S,Denmark,100,"Linux, NLP, Kubernetes",Bachelor,12,Manufacturing,10/03/2024,25/04/2024,2171,9.3,Cloud AI Solutions
AI00674,Data Engineer,113269,USD,EX,CT,Japan,L,Ireland,100,"Tableau, Azure, GCP, Mathematics",Associate,18,Finance,07/06/2024,08/08/2024,731,5.2,DataVision Ltd
AI00675,Machine Learning Engineer,231074,USD,EX,FL,United States,L,United States,0,"Java, Scala, MLOps, Data Visualization, Azure",Bachelor,17,Retail,19/07/2024,22/08/2024,1425,7.4,Smart Analytics
AI00676,Research Scientist,103963,EUR,MI,FL,Netherlands,L,Netherlands,50,"Scala, Java, Python, NLP",PhD,3,Real Estate,06/11/2024,16/12/2024,880,6.8,Autonomous Tech
AI00677,Research Scientist,146154,EUR,SE,CT,Germany,M,Germany,100,"Tableau, Kubernetes, Spark, Git",PhD,7,Technology,03/03/2025,21/04/2025,607,8.1,AI Innovations
AI00678,Data Analyst,60380,USD,EN,FL,Australia,M,Australia,0,"Scala, Kubernetes, Computer Vision",Associate,1,Technology,07/12/2024,13/01/2025,888,5.6,Advanced Robotics
AI00679,AI Product Manager,65442,USD,EN,FT,Ireland,L,Netherlands,0,"R, GCP, SQL",Associate,0,Media,06/03/2024,02/04/2024,1639,6.4,Quantum Computing Inc
AI00680,AI Software Engineer,88616,USD,SE,PT,South Korea,L,South Korea,0,"Docker, Azure, Scala",PhD,8,Education,15/10/2024,04/12/2024,1098,9.1,Machine Intelligence Group
AI00681,Robotics Engineer,85469,USD,SE,FT,India,S,India,50,"Deep Learning, Mathematics, PyTorch, GCP",Bachelor,5,Finance,03/06/2024,05/08/2024,1971,5.8,Predictive Systems
AI00682,Computer Vision Engineer,70047,USD,MI,FT,Canada,M,France,0,"TensorFlow, R, Git, Java, Linux",Bachelor,2,Telecommunications,25/04/2025,02/07/2025,1706,9.4,Predictive Systems
AI00683,AI Product Manager,193865,USD,EX,CT,Australia,M,Australia,50,"Linux, Docker, Data Visualization, SQL, NLP",Master,11,Manufacturing,27/01/2024,19/02/2024,1894,8,DeepTech Ventures
AI00684,Data Analyst,40586,USD,EN,CT,Israel,S,China,0,"TensorFlow, SQL, Tableau",PhD,0,Telecommunications,02/05/2024,30/05/2024,2292,7.9,Future Systems
